bytes_in,bytes_out,creation_time,end_time,src_ip,src_ip_country_code,protocol,response.code,dst_port,dst_ip,rule_names,observation_name,source.meta,source.name,time,detection_types,is_suspicious
979,28343,2024-04-25T17:08:02Z,2024-04-25T17:49:50Z,84.105.144.11,BR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:08:02Z,None,0
6459,220,2024-04-25T09:51:48Z,2024-04-25T10:30:58Z,22.147.175.211,US,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:51:48Z,None,0
5323,48125,2024-04-25T13:50:28Z,2024-04-25T14:05:15Z,93.39.202.117,DE,HTTP,500,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:50:28Z,None,0
2211,14104,2024-04-25T12:09:36Z,2024-04-25T12:36:51Z,68.8.14.187,CN,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T12:09:36Z,None,0
1341,31786,2024-04-25T07:44:41Z,2024-04-25T08:20:11Z,121.208.18.140,JP,HTTP,500,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T07:44:41Z,None,0
10118,14760,2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:30:00Z,waf_rule,1
5139,5171,2024-04-25T07:42:19Z,2024-04-25T07:57:51Z,102.123.201.25,DE,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T07:42:19Z,None,0
4316,11769,2024-04-25T12:31:08Z,2024-04-25T13:13:41Z,85.48.47.46,JP,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T12:31:08Z,None,0
9969,8200,2024-04-25T15:23:24Z,2024-04-25T15:30:28Z,44.168.121.15,GB,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:23:24Z,None,0
11267,12015,2024-04-25T22:31:43Z,2024-04-25T23:07:12Z,174.237.52.42,US,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:31:43Z,None,0
9240,0,2024-04-25T07:43:41Z,2024-04-25T07:44:29Z,184.44.251.119,GB,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T07:43:41Z,None,0
567,6542,2024-04-25T01:25:30Z,2024-04-25T02:16:46Z,236.47.20.102,DE,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:25:30Z,None,0
11663,18132,2024-04-25T11:33:41Z,2024-04-25T11:51:20Z,123.120.4.109,BR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:33:41Z,None,0
3303,1293,2024-04-25T02:11:54Z,2024-04-25T03:06:19Z,42.249.194.79,DE,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:11:54Z,None,0
1435,21320,2024-04-25T03:59:03Z,2024-04-25T04:05:47Z,86.162.218.32,CN,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:59:03Z,None,0
6686,12692,2024-04-25T09:39:42Z,2024-04-25T10:29:56Z,19.115.175.194,US,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:39:42Z,None,0
29002,15654,2024-04-26T00:10:00Z,2024-04-26T00:20:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:10:00Z,waf_rule,1
3058,944,2024-04-25T11:22:54Z,2024-04-25T11:35:58Z,121.146.15.253,BR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:22:54Z,None,0
1922,6034,2024-04-25T10:14:44Z,2024-04-25T10:15:25Z,147.148.62.122,GB,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:14:44Z,None,0
5923,1264,2024-04-25T04:10:25Z,2024-04-25T04:29:15Z,160.206.20.157,GB,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:10:25Z,None,0
2602,1887,2024-04-25T20:56:17Z,2024-04-25T21:36:20Z,196.98.158.121,JP,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T20:56:17Z,None,0
43660,12924,2024-04-26T00:40:00Z,2024-04-26T00:50:00Z,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:40:00Z,waf_rule,1
8195,9707,2024-04-25T18:09:24Z,2024-04-25T18:24:53Z,235.36.40.18,IN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:09:24Z,None,0
992,5626,2024-04-25T07:18:25Z,2024-04-25T08:06:08Z,88.28.123.141,CN,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T07:18:25Z,None,0
23680,33014,2024-04-26T01:30:00Z,2024-04-26T01:40:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:30:00Z,waf_rule,1
1640,8047,2024-04-25T14:47:48Z,2024-04-25T14:59:03Z,171.217.74.67,FR,HTTP,500,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:47:48Z,None,0
880,16044,2024-04-25T22:38:19Z,2024-04-25T22:54:42Z,171.13.236.251,US,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:38:19Z,None,0
1328,35566,2024-04-25T05:31:44Z,2024-04-25T05:56:02Z,39.254.200.62,US,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:31:44Z,None,0
9146,1423,2024-04-25T14:20:00Z,2024-04-25T15:13:17Z,74.109.187.191,DE,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:20:00Z,None,0
3547,6879,2024-04-25T02:55:10Z,2024-04-25T03:10:02Z,54.4.183.35,US,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:55:10Z,None,0
5242,894,2024-04-25T18:17:07Z,2024-04-25T18:38:20Z,13.172.49.129,CN,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:17:07Z,None,0
302,23252,2024-04-25T02:59:28Z,2024-04-25T03:15:34Z,242.242.210.18,US,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:59:28Z,None,0
170,1543,2024-04-25T22:17:07Z,2024-04-25T22:27:10Z,141.80.19.173,JP,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:17:07Z,None,0
7126,29080,2024-04-25T03:01:14Z,2024-04-25T03:03:36Z,185.113.151.139,CN,HTTPS,301,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:01:14Z,None,0
1103,18726,2024-04-25T04:15:01Z,2024-04-25T04:40:25Z,158.90.162.222,JP,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:15:01Z,None,0
105,3335,2024-04-25T09:09:56Z,2024-04-25T09:16:12Z,116.107.176.136,BR,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:09:56Z,None,0
1930,24269,2024-04-25T21:21:44Z,2024-04-25T22:12:41Z,40.166.252.56,CN,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:21:44Z,None,0
3087,8395,2024-04-25T13:18:13Z,2024-04-25T13:50:12Z,154.128.95.44,DE,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:18:13Z,None,0
2929,12221,2024-04-25T15:05:32Z,2024-04-25T15:27:21Z,162.229.92.183,CN,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:05:32Z,None,0
2981,9173,2024-04-25T20:31:18Z,2024-04-25T21:30:15Z,38.51.119.248,DE,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T20:31:18Z,None,0
3304,23538,2024-04-25T22:07:37Z,2024-04-25T22:49:35Z,254.110.91.121,DE,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:07:37Z,None,0
7373,5776,2024-04-25T08:14:08Z,2024-04-25T08:30:18Z,118.144.64.140,JP,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:14:08Z,None,0
23128,2365,2024-04-25T13:19:27Z,2024-04-25T13:29:20Z,61.149.247.9,DE,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:19:27Z,None,0
1457,3028,2024-04-25T22:18:41Z,2024-04-25T23:07:51Z,14.196.209.83,CN,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:18:41Z,None,0
2418,6738,2024-04-25T17:15:34Z,2024-04-25T18:10:07Z,163.202.97.251,JP,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:15:34Z,None,0
7588,499,2024-04-25T16:50:33Z,2024-04-25T17:07:56Z,149.180.3.122,GB,HTTPS,301,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:50:33Z,None,0
6154,1089,2024-04-25T14:39:33Z,2024-04-25T15:24:29Z,142.145.255.67,GB,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:39:33Z,None,0
4753,24691,2024-04-25T23:14:20Z,2024-04-25T23:23:15Z,112.174.8.125,CN,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T23:14:20Z,None,0
17018,7286,2024-04-25T09:36:40Z,2024-04-25T10:26:28Z,173.135.114.38,CN,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:36:40Z,None,0
6538,6385,2024-04-25T10:10:45Z,2024-04-25T10:46:54Z,156.138.40.64,GB,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:10:45Z,None,0
750,3750,2024-04-25T21:11:46Z,2024-04-25T21:40:22Z,86.51.110.198,FR,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:11:46Z,None,0
9893,6712,2024-04-25T09:08:14Z,2024-04-25T09:57:07Z,127.84.108.104,DE,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:08:14Z,None,0
28644,7330,2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:40:00Z,waf_rule,1
549,5377,2024-04-25T17:14:01Z,2024-04-25T17:24:11Z,200.100.179.140,CN,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:14:01Z,None,0
13301,1569,2024-04-25T17:28:06Z,2024-04-25T17:53:35Z,173.50.217.244,US,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:28:06Z,None,0
4807,22695,2024-04-25T02:47:46Z,2024-04-25T03:10:21Z,181.190.189.218,DE,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:47:46Z,None,0
4055,3936,2024-04-25T02:23:43Z,2024-04-25T03:02:55Z,152.84.173.192,CN,SMTP,404,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:23:43Z,None,0
3514,2648,2024-04-26T00:30:00Z,2024-04-26T00:40:00Z,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:30:00Z,waf_rule,1
10076,3837,2024-04-25T09:50:58Z,2024-04-25T10:04:36Z,241.196.15.107,US,SMTP,404,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:50:58Z,None,0
3745,494,2024-04-25T04:19:17Z,2024-04-25T04:33:59Z,27.88.135.5,FR,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:19:17Z,None,0
10669,11024,2024-04-25T16:52:12Z,2024-04-25T17:33:06Z,102.221.142.253,CN,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:52:12Z,None,0
3851,3591,2024-04-25T09:10:40Z,2024-04-25T09:21:15Z,159.248.85.72,US,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:10:40Z,None,0
1314,1476,2024-04-25T19:39:09Z,2024-04-25T20:11:47Z,118.141.157.73,GB,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T19:39:09Z,None,0
1736,971,2024-04-25T08:31:23Z,2024-04-25T08:33:46Z,136.173.142.98,DE,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:31:23Z,None,0
1813,3994,2024-04-25T13:15:31Z,2024-04-25T13:22:14Z,236.171.82.241,US,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:15:31Z,None,0
13820,9645,2024-04-25T06:00:26Z,2024-04-25T06:15:34Z,39.27.252.130,BR,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T06:00:26Z,None,0
8082,1379,2024-04-25T13:12:26Z,2024-04-25T13:21:59Z,196.141.180.189,BR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:12:26Z,None,0
1628,8980,2024-04-26T09:00:00Z,2024-04-26T09:10:00Z,65.49.1.74,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T09:00:00Z,waf_rule,1
1839,19598,2024-04-25T08:41:04Z,2024-04-25T09:14:35Z,63.15.135.226,DE,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:41:04Z,None,0
1521,4838,2024-04-25T19:33:16Z,2024-04-25T19:36:36Z,33.73.152.159,CN,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T19:33:16Z,None,0
15812,2815,2024-04-25T01:22:08Z,2024-04-25T01:26:11Z,90.171.186.236,FR,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:22:08Z,None,0
8441,24486,2024-04-25T09:39:11Z,2024-04-25T10:00:50Z,205.207.16.27,IN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:39:11Z,None,0
3004,1727,2024-04-25T21:43:54Z,2024-04-25T22:10:59Z,100.211.50.105,FR,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:43:54Z,None,0
44390,22134,2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:30:00Z,waf_rule,1
6598,11601,2024-04-25T14:55:06Z,2024-04-25T15:26:17Z,56.57.119.99,JP,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:55:06Z,None,0
4676,8442,2024-04-25T22:51:24Z,2024-04-25T23:48:06Z,147.119.22.40,CN,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:51:24Z,None,0
12507,10345,2024-04-25T22:39:57Z,2024-04-25T23:35:56Z,70.237.185.90,CN,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:39:57Z,None,0
249,2933,2024-04-25T12:30:17Z,2024-04-25T12:43:38Z,190.136.139.113,CN,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T12:30:17Z,None,0
3002,8353,2024-04-25T18:25:00Z,2024-04-25T19:19:11Z,181.230.236.131,JP,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:25:00Z,None,0
2978,6816,2024-04-25T03:42:34Z,2024-04-25T03:45:28Z,90.142.191.173,GB,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:42:34Z,None,0
8293,1992,2024-04-25T14:13:22Z,2024-04-25T14:20:49Z,6.200.37.185,IN,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:13:22Z,None,0
2140,5302,2024-04-25T17:39:17Z,2024-04-25T17:39:45Z,54.221.33.113,JP,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:39:17Z,None,0
561,7513,2024-04-25T14:07:13Z,2024-04-25T15:03:30Z,64.3.127.173,US,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:07:13Z,None,0
333,17679,2024-04-25T18:09:41Z,2024-04-25T18:47:37Z,89.71.169.183,CN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:09:41Z,None,0
5387,6498,2024-04-25T16:47:39Z,2024-04-25T17:38:13Z,6.130.255.7,GB,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:47:39Z,None,0
2003,4660,2024-04-25T22:04:19Z,2024-04-25T22:20:12Z,36.243.116.182,GB,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:04:19Z,None,0
5949,11778,2024-04-25T03:05:29Z,2024-04-25T03:29:19Z,81.64.188.175,CN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:05:29Z,None,0
2158,11473,2024-04-25T02:07:16Z,2024-04-25T02:33:40Z,51.88.91.23,BR,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:07:16Z,None,0
4921,1793,2024-04-25T21:46:14Z,2024-04-25T22:09:27Z,98.9.45.202,BR,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:46:14Z,None,0
5917,627,2024-04-25T11:20:01Z,2024-04-25T12:09:20Z,233.10.50.91,JP,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:20:01Z,None,0
4587,378,2024-04-25T08:11:43Z,2024-04-25T08:52:06Z,43.237.214.12,CN,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:11:43Z,None,0
2553,3078,2024-04-25T09:57:53Z,2024-04-25T10:52:40Z,247.245.81.60,DE,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:57:53Z,None,0
6409,21362,2024-04-25T16:36:38Z,2024-04-25T17:11:22Z,221.22.4.3,BR,SMTP,404,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:36:38Z,None,0
1450,4531,2024-04-25T11:24:29Z,2024-04-25T12:07:57Z,184.139.16.87,FR,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:24:29Z,None,0
2854,4284,2024-04-25T06:53:32Z,2024-04-25T07:52:15Z,48.7.11.254,GB,HTTPS,301,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T06:53:32Z,None,0
8523,1415,2024-04-25T21:38:36Z,2024-04-25T21:44:08Z,229.152.154.139,FR,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:38:36Z,None,0
872,9063,2024-04-25T14:18:10Z,2024-04-25T15:05:01Z,71.217.120.197,DE,SMTP,404,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:18:10Z,None,0
3112,3553,2024-04-25T10:47:03Z,2024-04-25T10:51:54Z,205.99.176.103,BR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:47:03Z,None,0
8956,12879,2024-04-25T12:52:28Z,2024-04-25T13:26:43Z,9.184.126.120,FR,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T12:52:28Z,None,0
946,7508,2024-04-25T20:02:30Z,2024-04-25T20:05:45Z,137.148.128.74,GB,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T20:02:30Z,None,0
876,2327,2024-04-25T12:01:41Z,2024-04-25T12:40:47Z,2.42.38.234,CN,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T12:01:41Z,None,0
125,10947,2024-04-25T03:49:58Z,2024-04-25T03:54:58Z,28.192.25.185,GB,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:49:58Z,None,0
35894,10094,2024-04-26T00:40:00Z,2024-04-26T00:50:00Z,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:40:00Z,waf_rule,1
171,26564,2024-04-25T14:13:20Z,2024-04-25T15:06:39Z,103.189.42.246,US,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:13:20Z,None,0
54,5710,2024-04-25T13:21:21Z,2024-04-25T13:29:20Z,234.197.161.74,BR,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:21:21Z,None,0
9925,2960,2024-04-25T03:19:23Z,2024-04-25T03:52:00Z,142.13.230.85,GB,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:19:23Z,None,0
4775,15225,2024-04-25T23:01:22Z,2024-04-26T00:01:08Z,249.149.69.173,US,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T23:01:22Z,None,0
447,29502,2024-04-25T14:52:53Z,2024-04-25T15:06:52Z,72.147.184.215,IN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:52:53Z,None,0
27912,6080,2024-04-26T08:30:00Z,2024-04-26T08:40:00Z,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:30:00Z,waf_rule,1
3570,9811,2024-04-25T01:47:30Z,2024-04-25T02:39:23Z,71.236.53.183,US,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:47:30Z,None,0
2545,996,2024-04-25T03:55:34Z,2024-04-25T04:01:00Z,92.98.169.143,CN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:55:34Z,None,0
33135,2663,2024-04-25T15:13:53Z,2024-04-25T15:23:44Z,174.109.234.130,GB,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:13:53Z,None,0
16102,11597,2024-04-25T05:32:04Z,2024-04-25T05:37:39Z,79.214.133.174,FR,SSH,404,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:32:04Z,None,0
2733,6155,2024-04-25T15:36:28Z,2024-04-25T16:20:06Z,231.79.3.220,BR,SSH,404,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:36:28Z,None,0
5306,442,2024-04-25T17:05:02Z,2024-04-25T17:50:31Z,91.237.109.141,GB,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:05:02Z,None,0
6094,745,2024-04-25T01:41:53Z,2024-04-25T01:54:42Z,203.21.230.157,IN,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:41:53Z,None,0
6652,2337,2024-04-25T17:52:44Z,2024-04-25T18:42:21Z,244.73.74.157,BR,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:52:44Z,None,0
4415,11267,2024-04-25T15:25:30Z,2024-04-25T16:22:13Z,79.185.196.160,US,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:25:30Z,None,0
1115,9125,2024-04-25T18:46:32Z,2024-04-25T19:10:38Z,83.179.53.6,US,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:46:32Z,None,0
3805,2567,2024-04-25T23:58:42Z,2024-04-26T00:29:41Z,17.178.13.139,IN,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T23:58:42Z,None,0
1956,4036,2024-04-25T02:03:26Z,2024-04-25T02:55:12Z,180.217.206.170,IN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:03:26Z,None,0
3640,1269,2024-04-25T15:15:25Z,2024-04-25T15:59:50Z,226.21.47.186,US,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:15:25Z,None,0
